student_id,course,gender,region,highest_education,age_band,num_prev_attempts,studied_credits,disability,final_result
104358,DDD,F,North Region,A Level or Equivalent,35-55,0,60,N,Distinction
104359,EEE,F,Scotland,Lower Than A Level,0-35,0,60,N,Fail
104360,AAA,M,South West Region,Lower Than A Level,35-55,0,60,N,Fail
104361,DDD,F,North Region,Lower Than A Level,55<=,0,90,Y,Pass
104362,CCC,F,Ireland,Lower Than A Level,0-35,0,60,N,Distinction
104363,EEE,M,South West Region,Post Graduate Qualification,0-35,0,90,N,Distinction
104364,CCC,F,Ireland,A Level or Equivalent,0-35,0,120,N,Distinction
104365,EEE,M,Wales,Lower Than A Level,35-55,0,120,N,Withdrawn
104366,AAA,M,South Region,A Level or Equivalent,0-35,2,60,N,Fail
104367,AAA,F,London Region,Lower Than A Level,35-55,0,60,N,Withdrawn
104368,EEE,M,Wales,HE Qualification,35-55,0,60,N,Pass
104369,CCC,M,Scotland,A Level or Equivalent,35-55,2,60,N,Withdrawn
104370,CCC,M,London Region,Lower Than A Level,0-35,1,60,N,Withdrawn
104371,AAA,F,Ireland,A Level or Equivalent,55<=,0,90,N,Pass
104372,BBB,M,Ireland,Lower Than A Level,35-55,0,90,N,Fail
104373,EEE,M,North Region,HE Qualification,35-55,0,60,N,Distinction
104374,BBB,F,East Anglian Region,No Formal quals,0-35,0,60,Y,Withdrawn
104375,CCC,F,Scotland,No Formal quals,0-35,0,120,N,Withdrawn
104376,BBB,M,Scotland,Lower Than A Level,0-35,0,120,N,Pass
104377,BBB,F,Wales,HE Qualification,35-55,2,90,N,Pass
104378,AAA,M,Scotland,HE Qualification,35-55,0,90,N,Distinction
104379,EEE,F,South West Region,HE Qualification,35-55,0,90,N,Distinction
104380,EEE,F,South Region,Lower Than A Level,0-35,2,60,N,Withdrawn
104381,AAA,F,East Anglian Region,A Level or Equivalent,35-55,0,120,N,Distinction
104382,BBB,M,Ireland,Lower Than A Level,0-35,0,60,N,Pass
104383,CCC,F,South West Region,Lower Than A Level,35-55,0,90,N,Pass
104384,BBB,F,London Region,A Level or Equivalent,0-35,0,60,N,Distinction
104385,DDD,M,London Region,A Level or Equivalent,35-55,0,90,N,Pass
104386,BBB,M,East Anglian Region,Lower Than A Level,35-55,0,120,N,Pass
104387,AAA,F,Ireland,HE Qualification,0-35,1,90,N,Pass
104388,BBB,M,South West Region,A Level or Equivalent,0-35,0,60,N,Distinction
104389,CCC,F,Ireland,Post Graduate Qualification,0-35,1,90,N,Withdrawn
104390,AAA,M,South Region,HE Qualification,0-35,0,90,N,Fail
104391,EEE,F,Wales,HE Qualification,0-35,0,90,N,Pass
104392,AAA,F,East Anglian Region,HE Qualification,0-35,0,60,N,Distinction
104393,AAA,M,Wales,Lower Than A Level,0-35,0,90,N,Pass
104394,CCC,M,South West Region,Lower Than A Level,0-35,0,90,N,Pass
104395,CCC,M,South Region,No Formal quals,35-55,0,60,N,Withdrawn
104396,BBB,F,Scotland,Lower Than A Level,0-35,0,90,N,Distinction
104397,BBB,F,Scotland,A Level or Equivalent,0-35,0,60,N,Withdrawn
104398,AAA,M,Ireland,A Level or Equivalent,35-55,0,90,N,Withdrawn
104399,DDD,F,South Region,Lower Than A Level,0-35,0,60,N,Fail
104400,BBB,F,North Region,Lower Than A Level,35-55,0,120,N,Fail
104401,AAA,M,London Region,A Level or Equivalent,35-55,1,60,N,Fail
104402,BBB,F,South Region,A Level or Equivalent,35-55,0,60,N,Distinction
104403,EEE,M,Ireland,HE Qualification,0-35,0,60,N,Pass
104404,BBB,F,South West Region,Lower Than A Level,0-35,0,120,N,Withdrawn
104405,EEE,M,North Region,A Level or Equivalent,35-55,0,60,N,Pass
104406,BBB,M,East Anglian Region,Lower Than A Level,35-55,1,60,N,Fail
104407,AAA,M,Wales,A Level or Equivalent,0-35,1,60,N,Fail
104408,BBB,M,Ireland,Lower Than A Level,35-55,0,120,N,Pass
104409,BBB,M,North Region,Lower Than A Level,35-55,2,60,N,Pass
104410,AAA,F,Ireland,HE Qualification,35-55,0,90,N,Distinction
104411,CCC,M,North Region,Lower Than A Level,0-35,1,60,N,Withdrawn
104412,BBB,F,East Anglian Region,HE Qualification,0-35,1,60,N,Pass
104413,DDD,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass
104414,CCC,M,East Anglian Region,Lower Than A Level,0-35,1,90,Y,Withdrawn
104415,CCC,F,North Region,Lower Than A Level,35-55,0,60,N,Distinction
104416,CCC,M,South West Region,No Formal quals,0-35,0,150,N,Withdrawn
104417,AAA,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Distinction
104418,DDD,F,North Region,Lower Than A Level,0-35,0,90,N,Withdrawn
104419,AAA,M,Ireland,A Level or Equivalent,35-55,0,60,N,Pass
104420,DDD,F,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Pass
104421,EEE,M,Scotland,HE Qualification,35-55,0,120,N,Pass
104422,DDD,F,South Region,Post Graduate Qualification,35-55,0,120,N,Pass
104423,CCC,M,Ireland,A Level or Equivalent,55<=,0,90,Y,Pass
104424,BBB,M,South West Region,A Level or Equivalent,0-35,0,120,N,Pass
104425,EEE,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Withdrawn
104426,BBB,F,South West Region,Post Graduate Qualification,35-55,0,120,N,Distinction
104427,CCC,F,Wales,A Level or Equivalent,35-55,0,60,Y,Distinction
104428,DDD,M,South Region,Lower Than A Level,0-35,0,120,N,Fail
104429,EEE,M,South Region,Post Graduate Qualification,55<=,0,90,N,Distinction
104430,EEE,F,London Region,Post Graduate Qualification,0-35,0,60,Y,Distinction
104431,AAA,M,London Region,A Level or Equivalent,35-55,0,90,N,Pass
104432,EEE,M,East Anglian Region,Lower Than A Level,0-35,0,150,N,Distinction
104433,AAA,M,South West Region,HE Qualification,0-35,0,60,N,Distinction
104434,CCC,F,South Region,HE Qualification,35-55,0,60,N,Distinction
104435,EEE,M,Wales,A Level or Equivalent,35-55,2,90,N,Withdrawn
104436,DDD,M,London Region,Lower Than A Level,35-55,0,60,N,Distinction
104437,EEE,M,Scotland,Lower Than A Level,0-35,0,60,N,Withdrawn
104438,BBB,M,South West Region,Lower Than A Level,0-35,0,90,N,Pass
104439,BBB,M,South West Region,Lower Than A Level,0-35,0,120,N,Withdrawn
104440,BBB,M,Ireland,HE Qualification,0-35,0,90,N,Distinction
104441,BBB,M,North Region,Lower Than A Level,0-35,0,120,N,Distinction
104442,DDD,M,Ireland,A Level or Equivalent,0-35,0,60,N,Distinction
104443,CCC,F,South West Region,HE Qualification,0-35,0,60,N,Pass
104444,DDD,F,North Region,A Level or Equivalent,0-35,0,60,N,Fail
104445,CCC,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
104446,BBB,M,London Region,No Formal quals,0-35,1,90,N,Pass
104447,AAA,M,Ireland,Lower Than A Level,0-35,0,60,N,Fail
104448,CCC,M,South Region,No Formal quals,35-55,0,60,Y,Pass
104449,EEE,M,North Region,Lower Than A Level,55<=,0,90,N,Distinction
104450,EEE,F,Scotland,A Level or Equivalent,35-55,0,90,N,Pass
104451,BBB,M,South Region,A Level or Equivalent,0-35,0,90,N,Pass
104452,CCC,F,South West Region,A Level or Equivalent,35-55,0,90,N,Pass
104453,DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,150,N,Withdrawn
104454,DDD,M,South Region,Lower Than A Level,0-35,0,90,N,Fail
104455,AAA,M,South Region,A Level or Equivalent,35-55,0,120,N,Distinction
104456,CCC,M,London Region,Lower Than A Level,0-35,1,150,N,Withdrawn
104457,AAA,M,Ireland,HE Qualification,35-55,0,120,N,Distinction
104458,AAA,M,Scotland,A Level or Equivalent,35-55,0,60,N,Distinction
104459,DDD,M,East Anglian Region,A Level or Equivalent,0-35,3,90,N,Pass
104460,AAA,F,South Region,Lower Than A Level,0-35,0,60,N,Fail
104461,BBB,F,South Region,A Level or Equivalent,35-55,0,60,N,Fail
104462,CCC,M,Wales,A Level or Equivalent,0-35,0,90,N,Pass
104463,DDD,F,South Region,Lower Than A Level,0-35,2,60,N,Fail
104464,CCC,M,Wales,HE Qualification,0-35,0,90,N,Withdrawn
104465,AAA,M,Ireland,Lower Than A Level,55<=,0,120,N,Pass
104466,DDD,M,North Region,Lower Than A Level,0-35,2,60,N,Withdrawn
104467,EEE,M,Wales,HE Qualification,55<=,0,120,N,Distinction
104468,EEE,F,Ireland,Lower Than A Level,35-55,0,120,N,Distinction
104469,DDD,F,Ireland,Lower Than A Level,0-35,1,120,N,Withdrawn
104470,CCC,F,London Region,A Level or Equivalent,0-35,1,60,N,Pass
104471,EEE,F,London Region,HE Qualification,35-55,0,120,N,Distinction
104472,CCC,F,Ireland,Lower Than A Level,0-35,0,60,N,Fail
104473,AAA,M,Ireland,Lower Than A Level,0-35,0,120,N,Pass
104474,EEE,M,North Region,A Level or Equivalent,0-35,2,60,N,Fail
104475,BBB,M,Wales,A Level or Equivalent,35-55,0,60,N,Fail
104476,EEE,F,Wales,A Level or Equivalent,35-55,0,60,Y,Distinction
104477,BBB,M,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
104478,EEE,F,South West Region,HE Qualification,0-35,0,120,N,Pass
104479,CCC,F,North Region,No Formal quals,0-35,0,90,N,Pass
104480,CCC,M,Ireland,Lower Than A Level,35-55,0,90,N,Distinction
104481,BBB,M,London Region,Lower Than A Level,0-35,0,60,N,Withdrawn
104482,EEE,F,London Region,Lower Than A Level,55<=,0,150,N,Pass
104483,AAA,M,Ireland,Lower Than A Level,35-55,0,60,N,Distinction
104484,CCC,M,South Region,A Level or Equivalent,0-35,0,120,N,Fail
104485,BBB,M,Ireland,No Formal quals,35-55,0,120,N,Withdrawn
104486,CCC,F,North Region,Lower Than A Level,35-55,0,60,N,Distinction
104487,BBB,M,North Region,Lower Than A Level,35-55,0,60,N,Distinction
104488,DDD,F,London Region,A Level or Equivalent,0-35,0,90,N,Pass
104489,BBB,M,Ireland,Post Graduate Qualification,35-55,0,120,N,Pass
104490,AAA,F,North Region,Lower Than A Level,0-35,0,90,N,Fail
104491,AAA,F,South Region,HE Qualification,35-55,0,120,N,Pass
104492,DDD,M,Scotland,HE Qualification,0-35,3,150,N,Pass
104493,BBB,F,South Region,A Level or Equivalent,0-35,0,60,N,Distinction
104494,BBB,M,South West Region,A Level or Equivalent,55<=,0,90,N,Distinction
104495,DDD,M,London Region,A Level or Equivalent,0-35,0,90,N,Distinction
104496,BBB,F,Scotland,Lower Than A Level,0-35,0,60,N,Fail
104497,BBB,M,Scotland,A Level or Equivalent,35-55,2,120,N,Pass
104498,BBB,F,London Region,Lower Than A Level,0-35,0,60,N,Pass
104499,BBB,F,London Region,HE Qualification,35-55,1,90,N,Distinction
104500,DDD,M,Wales,HE Qualification,35-55,3,90,N,Pass
104501,CCC,M,Scotland,Lower Than A Level,0-35,1,120,N,Withdrawn
104502,EEE,F,South Region,A Level or Equivalent,0-35,0,90,N,Pass
104503,DDD,M,South Region,Lower Than A Level,55<=,1,90,N,Withdrawn
104504,AAA,M,South West Region,Lower Than A Level,35-55,0,60,N,Pass
104505,BBB,M,East Anglian Region,A Level or Equivalent,0-35,0,120,Y,Distinction
104506,BBB,M,Wales,Lower Than A Level,35-55,0,60,N,Pass
104507,CCC,F,South West Region,HE Qualification,0-35,1,90,N,Pass
104508,BBB,M,London Region,Lower Than A Level,0-35,1,120,N,Fail
104509,EEE,F,East Anglian Region,HE Qualification,35-55,0,60,N,Fail
104510,BBB,F,South West Region,A Level or Equivalent,0-35,1,60,N,Pass
104511,CCC,F,South Region,A Level or Equivalent,0-35,0,60,N,Fail
104512,AAA,F,Wales,HE Qualification,0-35,0,90,Y,Distinction
104513,EEE,F,South West Region,A Level or Equivalent,35-55,0,60,N,Pass
104514,EEE,M,Wales,Lower Than A Level,0-35,0,60,N,Withdrawn
104515,DDD,M,South Region,HE Qualification,0-35,0,60,N,Pass
104516,BBB,F,East Anglian Region,Lower Than A Level,0-35,1,60,Y,Pass
104517,AAA,M,South West Region,Lower Than A Level,0-35,3,60,N,Pass
104518,DDD,F,London Region,A Level or Equivalent,55<=,0,90,N,Distinction
104519,CCC,M,Wales,A Level or Equivalent,0-35,0,90,N,Pass
104520,EEE,F,Wales,A Level or Equivalent,0-35,0,90,N,Fail
104521,DDD,F,North Region,HE Qualification,55<=,0,60,N,Withdrawn
104522,CCC,M,London Region,A Level or Equivalent,0-35,0,120,N,Pass
104523,EEE,F,London Region,Lower Than A Level,0-35,0,90,N,Pass
104524,EEE,M,South West Region,Lower Than A Level,35-55,0,120,N,Distinction
104525,CCC,M,South West Region,Lower Than A Level,35-55,0,90,N,Pass
104526,AAA,F,Scotland,HE Qualification,0-35,1,60,N,Withdrawn
104527,AAA,F,Ireland,Lower Than A Level,35-55,0,90,N,Distinction
104528,CCC,F,Ireland,A Level or Equivalent,35-55,0,60,N,Distinction
104529,CCC,M,East Anglian Region,A Level or Equivalent,35-55,0,150,Y,Fail
104530,AAA,M,Wales,HE Qualification,0-35,0,90,N,Pass
104531,AAA,M,Ireland,Lower Than A Level,35-55,0,60,N,Distinction
104532,DDD,F,Wales,Lower Than A Level,0-35,0,60,N,Withdrawn
104533,DDD,M,Ireland,No Formal quals,35-55,0,90,N,Distinction
104534,AAA,F,Ireland,A Level or Equivalent,35-55,0,60,N,Withdrawn
104535,CCC,F,South Region,A Level or Equivalent,35-55,0,60,Y,Distinction
104536,AAA,M,East Anglian Region,HE Qualification,35-55,0,120,N,Pass
104537,DDD,F,East Anglian Region,No Formal quals,0-35,0,60,N,Withdrawn
104538,EEE,M,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
104539,EEE,M,North Region,No Formal quals,0-35,1,60,N,Pass
104540,CCC,M,South West Region,Lower Than A Level,0-35,0,90,N,Pass
104541,DDD,F,Scotland,Post Graduate Qualification,35-55,1,90,Y,Withdrawn
104542,EEE,F,Scotland,Lower Than A Level,35-55,0,90,N,Pass
104543,DDD,F,South Region,Lower Than A Level,0-35,0,150,N,Fail
104544,CCC,F,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
104545,DDD,F,Ireland,HE Qualification,35-55,0,60,N,Pass
104546,CCC,F,East Anglian Region,Post Graduate Qualification,0-35,0,60,N,Pass
104547,EEE,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Pass
104548,CCC,M,Ireland,Lower Than A Level,0-35,0,60,N,Distinction
104549,EEE,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
104550,AAA,F,East Anglian Region,Lower Than A Level,35-55,0,120,N,Fail
104551,AAA,F,North Region,HE Qualification,0-35,0,60,N,Pass
104552,AAA,F,South West Region,Lower Than A Level,0-35,0,120,N,Fail
104553,CCC,F,Scotland,Post Graduate Qualification,0-35,0,120,Y,Distinction
104554,DDD,F,South West Region,No Formal quals,0-35,0,90,N,Withdrawn
104555,BBB,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
104556,AAA,F,South West Region,A Level or Equivalent,0-35,0,90,N,Pass
104557,EEE,M,Ireland,Post Graduate Qualification,35-55,0,60,N,Withdrawn
104558,DDD,F,South West Region,HE Qualification,35-55,0,90,N,Pass
104559,DDD,F,North Region,HE Qualification,0-35,0,60,N,Distinction
104560,CCC,F,Wales,Lower Than A Level,0-35,0,60,N,Pass
104561,CCC,F,Scotland,Lower Than A Level,35-55,0,120,N,Withdrawn
104562,AAA,M,London Region,HE Qualification,0-35,0,90,N,Distinction
104563,AAA,M,Wales,A Level or Equivalent,0-35,0,60,Y,Distinction
104564,EEE,F,Scotland,A Level or Equivalent,0-35,0,90,N,Distinction
104565,BBB,F,Scotland,HE Qualification,0-35,0,150,N,Withdrawn
104566,DDD,M,London Region,A Level or Equivalent,55<=,0,60,N,Withdrawn
104567,DDD,M,Wales,Lower Than A Level,0-35,0,60,N,Pass
104568,BBB,F,Wales,A Level or Equivalent,55<=,0,60,N,Distinction
104569,BBB,M,London Region,No Formal quals,35-55,0,150,N,Distinction
104570,DDD,F,East Anglian Region,Lower Than A Level,55<=,1,90,N,Pass
104571,AAA,M,South Region,Lower Than A Level,35-55,0,60,N,Pass
104572,CCC,M,South Region,Post Graduate Qualification,35-55,0,90,N,Pass
104573,EEE,F,Scotland,HE Qualification,0-35,1,90,N,Fail
104574,DDD,F,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
104575,DDD,F,Ireland,HE Qualification,0-35,0,120,Y,Withdrawn
104576,AAA,F,London Region,A Level or Equivalent,35-55,0,90,N,Distinction
104577,AAA,M,North Region,Post Graduate Qualification,35-55,0,60,N,Withdrawn
104578,BBB,F,East Anglian Region,HE Qualification,0-35,2,150,N,Distinction
104579,BBB,F,South Region,Lower Than A Level,0-35,1,60,N,Distinction
104580,AAA,F,Ireland,A Level or Equivalent,0-35,0,60,N,Withdrawn
104581,EEE,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Pass
104582,AAA,F,Ireland,A Level or Equivalent,0-35,0,60,Y,Pass
104583,DDD,M,Ireland,A Level or Equivalent,0-35,0,90,N,Pass
104584,CCC,F,London Region,A Level or Equivalent,0-35,0,60,N,Distinction
104585,DDD,F,Scotland,Post Graduate Qualification,0-35,1,60,N,Fail
104586,BBB,M,East Anglian Region,A Level or Equivalent,0-35,0,150,N,Distinction
104587,BBB,F,London Region,HE Qualification,0-35,1,60,Y,Fail
104588,DDD,F,Scotland,A Level or Equivalent,0-35,0,60,Y,Distinction
104589,BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Distinction
104590,DDD,F,South West Region,Lower Than A Level,0-35,1,120,N,Pass
104591,AAA,F,Scotland,A Level or Equivalent,55<=,0,60,N,Distinction
104592,AAA,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
104593,DDD,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
104594,DDD,F,London Region,HE Qualification,0-35,0,60,N,Distinction
104595,AAA,M,North Region,A Level or Equivalent,35-55,0,120,Y,Distinction
104596,EEE,M,Ireland,Lower Than A Level,0-35,0,90,Y,Fail
104597,AAA,M,London Region,HE Qualification,0-35,1,120,N,Pass
104598,EEE,F,London Region,Lower Than A Level,0-35,0,60,N,Pass
104599,DDD,M,North Region,A Level or Equivalent,0-35,1,150,N,Withdrawn
104600,EEE,F,Ireland,A Level or Equivalent,0-35,1,60,N,Pass
104601,EEE,F,East Anglian Region,Lower Than A Level,55<=,0,60,N,Pass
104602,BBB,M,South Region,A Level or Equivalent,55<=,0,120,N,Distinction
104603,DDD,F,Scotland,Lower Than A Level,0-35,0,60,N,Fail
104604,BBB,F,Ireland,Lower Than A Level,0-35,0,60,N,Distinction
104605,CCC,F,South Region,A Level or Equivalent,0-35,0,90,N,Pass
104606,BBB,F,Wales,Lower Than A Level,55<=,0,60,N,Pass
104607,CCC,M,Scotland,Post Graduate Qualification,35-55,3,60,N,Distinction
104608,EEE,M,South West Region,A Level or Equivalent,0-35,3,60,N,Withdrawn
104609,CCC,M,South West Region,Lower Than A Level,0-35,0,60,N,Distinction
104610,AAA,M,South West Region,No Formal quals,0-35,1,90,N,Withdrawn
104611,BBB,F,London Region,A Level or Equivalent,35-55,0,90,N,Distinction
104612,DDD,M,Scotland,A Level or Equivalent,0-35,1,60,N,Withdrawn
104613,CCC,F,East Anglian Region,HE Qualification,0-35,0,60,N,Withdrawn
104614,CCC,F,Scotland,No Formal quals,0-35,2,60,N,Withdrawn
104615,CCC,M,East Anglian Region,Lower Than A Level,0-35,3,60,N,Fail
104616,BBB,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Distinction
104617,CCC,M,North Region,Post Graduate Qualification,0-35,2,90,N,Distinction
104618,DDD,F,London Region,Lower Than A Level,0-35,0,60,N,Pass
104619,EEE,M,Ireland,HE Qualification,35-55,0,90,N,Distinction
104620,DDD,M,South West Region,A Level or Equivalent,35-55,0,60,Y,Fail
104621,EEE,M,Ireland,A Level or Equivalent,35-55,0,60,N,Pass
104622,EEE,F,North Region,HE Qualification,35-55,0,60,N,Distinction
104623,AAA,M,North Region,Post Graduate Qualification,0-35,0,60,N,Distinction
104624,BBB,F,North Region,Lower Than A Level,0-35,0,90,N,Pass
104625,BBB,M,London Region,A Level or Equivalent,0-35,0,90,N,Pass
104626,AAA,M,South Region,HE Qualification,35-55,0,150,N,Fail
104627,AAA,F,North Region,Lower Than A Level,35-55,1,60,Y,Withdrawn
104628,DDD,F,Ireland,No Formal quals,0-35,0,60,Y,Withdrawn
104629,BBB,M,South Region,A Level or Equivalent,35-55,0,120,N,Pass
104630,AAA,M,Wales,Lower Than A Level,35-55,0,90,Y,Fail
104631,BBB,M,Wales,HE Qualification,55<=,1,60,N,Withdrawn
104632,BBB,F,North Region,No Formal quals,0-35,0,60,N,Pass
104633,AAA,M,Ireland,Lower Than A Level,0-35,1,60,Y,Pass
104634,AAA,M,London Region,HE Qualification,35-55,0,60,N,Fail
104635,DDD,F,South West Region,Lower Than A Level,35-55,1,90,N,Pass
104636,EEE,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass
104637,CCC,M,North Region,Lower Than A Level,35-55,0,150,N,Withdrawn
104638,DDD,F,South West Region,HE Qualification,0-35,0,90,N,Withdrawn
104639,EEE,M,Scotland,Lower Than A Level,35-55,0,120,N,Distinction
104640,EEE,M,Ireland,Lower Than A Level,0-35,0,60,N,Withdrawn
104641,AAA,M,London Region,HE Qualification,0-35,0,90,N,Distinction
104642,EEE,F,London Region,A Level or Equivalent,0-35,0,120,N,Distinction
104643,AAA,F,Wales,Lower Than A Level,0-35,0,60,N,Fail
104644,AAA,F,Ireland,Lower Than A Level,0-35,0,90,N,Pass
104645,CCC,F,London Region,HE Qualification,35-55,0,60,N,Pass
104646,DDD,M,South West Region,A Level or Equivalent,35-55,0,60,N,Pass
104647,AAA,M,Ireland,HE Qualification,0-35,0,120,N,Fail
104648,BBB,M,Scotland,Lower Than A Level,0-35,0,90,N,Pass
104649,BBB,M,South West Region,A Level or Equivalent,0-35,0,120,N,Distinction
104650,BBB,F,South West Region,HE Qualification,0-35,0,60,N,Withdrawn
104651,EEE,M,South Region,Lower Than A Level,0-35,1,120,N,Fail
104652,BBB,F,South West Region,Lower Than A Level,0-35,0,90,N,Fail
104653,BBB,F,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Pass
104654,AAA,M,London Region,Lower Than A Level,0-35,0,120,N,Distinction
104655,AAA,F,Wales,Lower Than A Level,35-55,0,60,N,Fail
104656,AAA,F,East Anglian Region,Post Graduate Qualification,35-55,0,60,N,Pass
104657,CCC,M,South West Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
104658,CCC,M,South West Region,A Level or Equivalent,0-35,0,60,N,Fail
104659,CCC,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass
104660,EEE,F,North Region,A Level or Equivalent,0-35,0,60,N,Distinction
104661,CCC,F,South Region,A Level or Equivalent,35-55,0,120,N,Distinction
104662,AAA,M,London Region,No Formal quals,0-35,0,60,N,Fail
104663,BBB,F,East Anglian Region,A Level or Equivalent,0-35,1,60,N,Pass
104664,BBB,M,Ireland,HE Qualification,0-35,3,60,N,Pass
104665,EEE,M,London Region,Lower Than A Level,0-35,0,60,N,Distinction
104666,BBB,M,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
104667,AAA,M,Wales,No Formal quals,0-35,0,120,N,Pass
104668,DDD,M,South Region,A Level or Equivalent,35-55,1,120,N,Withdrawn
104669,CCC,M,South Region,HE Qualification,0-35,0,120,N,Pass
104670,AAA,M,North Region,No Formal quals,0-35,0,90,N,Pass
104671,DDD,F,East Anglian Region,No Formal quals,0-35,2,60,N,Pass
104672,BBB,M,North Region,Lower Than A Level,35-55,0,60,N,Pass
104673,EEE,F,South West Region,Lower Than A Level,0-35,2,90,N,Withdrawn
104674,EEE,F,North Region,A Level or Equivalent,35-55,0,60,N,Pass
104675,BBB,F,London Region,Post Graduate Qualification,0-35,0,90,N,Distinction
104676,CCC,M,London Region,A Level or Equivalent,0-35,2,60,N,Withdrawn
104677,CCC,F,Scotland,Lower Than A Level,0-35,0,90,N,Withdrawn
104678,DDD,M,Scotland,A Level or Equivalent,35-55,0,60,N,Distinction
104679,AAA,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
104680,BBB,F,Scotland,Lower Than A Level,0-35,0,150,N,Pass
104681,AAA,M,South Region,Lower Than A Level,35-55,0,60,N,Withdrawn
104682,DDD,F,South Region,Lower Than A Level,0-35,0,60,N,Withdrawn
104683,AAA,M,Wales,HE Qualification,0-35,0,60,N,Distinction
104684,CCC,F,North Region,Lower Than A Level,0-35,0,60,N,Distinction
104685,DDD,F,East Anglian Region,Lower Than A Level,0-35,0,90,N,Pass
104686,EEE,F,Ireland,A Level or Equivalent,0-35,2,150,N,Withdrawn
104687,BBB,F,North Region,Lower Than A Level,0-35,1,120,N,Withdrawn
104688,AAA,F,Wales,A Level or Equivalent,0-35,0,90,N,Withdrawn
104689,DDD,M,South West Region,Lower Than A Level,0-35,2,90,Y,Withdrawn
104690,AAA,M,South Region,Lower Than A Level,35-55,0,60,N,Distinction
104691,AAA,M,Wales,HE Qualification,35-55,0,120,N,Pass
104692,EEE,F,North Region,Lower Than A Level,35-55,0,90,N,Fail
104693,EEE,F,East Anglian Region,Lower Than A Level,0-35,1,60,N,Withdrawn
104694,DDD,F,East Anglian Region,Lower Than A Level,35-55,0,150,N,Pass
104695,EEE,F,South Region,Lower Than A Level,0-35,0,90,N,Fail
104696,AAA,M,South Region,Lower Than A Level,35-55,2,60,N,Pass
104697,AAA,F,London Region,Lower Than A Level,0-35,0,90,Y,Pass
104698,BBB,F,London Region,Lower Than A Level,0-35,0,60,N,Pass
104699,AAA,M,London Region,Lower Than A Level,35-55,0,60,N,Withdrawn
104700,EEE,M,East Anglian Region,No Formal quals,0-35,0,60,N,Pass
104701,AAA,F,Ireland,Lower Than A Level,35-55,0,90,N,Fail
104702,CCC,M,Scotland,Lower Than A Level,35-55,0,60,N,Withdrawn
104703,EEE,F,Ireland,A Level or Equivalent,0-35,0,60,N,Withdrawn
104704,DDD,F,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
104705,BBB,F,South West Region,HE Qualification,0-35,3,60,N,Pass
104706,CCC,F,East Anglian Region,Lower Than A Level,35-55,0,90,N,Withdrawn
104707,CCC,F,South Region,A Level or Equivalent,35-55,0,60,N,Distinction
104708,DDD,F,Wales,No Formal quals,0-35,0,60,N,Withdrawn
104709,CCC,F,Wales,Lower Than A Level,35-55,1,60,N,Withdrawn
104710,BBB,M,East Anglian Region,Lower Than A Level,0-35,2,60,Y,Withdrawn
104711,DDD,F,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
104712,EEE,F,London Region,Post Graduate Qualification,0-35,0,120,N,Pass
104713,CCC,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
104714,AAA,M,South West Region,A Level or Equivalent,0-35,0,60,N,Fail
104715,CCC,M,London Region,Lower Than A Level,0-35,0,60,N,Pass
104716,EEE,F,Scotland,A Level or Equivalent,35-55,0,90,N,Distinction
104717,EEE,M,Ireland,Lower Than A Level,35-55,0,60,N,Pass
104718,CCC,M,London Region,A Level or Equivalent,55<=,0,90,N,Distinction
104719,AAA,F,South Region,Lower Than A Level,0-35,0,90,N,Withdrawn
104720,CCC,M,South West Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
104721,EEE,F,South Region,Lower Than A Level,35-55,1,60,N,Pass
104722,EEE,M,East Anglian Region,HE Qualification,0-35,0,150,N,Pass
104723,AAA,M,Ireland,HE Qualification,0-35,0,60,N,Pass
104724,BBB,F,Scotland,HE Qualification,0-35,0,90,N,Withdrawn
104725,CCC,M,Scotland,Post Graduate Qualification,0-35,0,90,N,Distinction
